CHR,START,STOP,ENTREZ,GENE
17,38297023,38323218,84311,MRPL45
14,35826318,35932325,84312,BRMS1L
17,42773436,42779599,84313,VPS25
17,8173237,8176399,84314,TMEM107
3,49908862,49930173,84315,MON1A
17,7856685,7885238,84316,NAA38
2,130338241,130342349,84317,CCDC115
12,389273,442645,84318,CCDC77
3,99817834,100181732,84319,CMSS1
1,180269653,180502954,84320,ACBD6
5,175917873,176034680,84321,THOC3
12,55752463,55817756,84324,SARNP
16,634427,636366,84326,METTL26
5,77072072,77087323,84327,ZBED3
1,9922113,9943407,84328,LZIC
12,110627841,110704950,84329,HVCN1
19,8509678,8514164,84330,ZNF414
16,636817,648474,84331,MCRIP2
10,80344745,80368073,84332,DYDC2
10,91163012,91284331,84333,PCGF5
14,103562962,103607523,84334,APOPT1
19,49869033,49878459,84335,AKT1S1
17,44011188,44023946,84336,TMEM101
19,11551147,11559236,84337,ELOF1
5,74721204,74767371,84340,GFM2
16,69326913,69339667,84342,COG8
3,149129584,149173732,84343,HPS3
11,47164299,47177125,84364,ARFGAP2
2,121726945,121736923,84365,NIFK
17,48721719,48722522,84366,PRAC1
8,42896932,43030539,84376,HOOK3
2,106063246,106078159,84417,C2orf40
5,140174642,140282052,84418,CYSTM1
15,45430529,45448761,84419,C15orf48
1,110451200,110457354,84432,PROK1
7,2906141,3043945,84433,CARD11
10,133070929,133131675,84435,ADGRA1
19,52397849,52418412,84436,ZNF528
11,105995623,106022403,84437,MSANTD4
14,99645110,99680569,84439,HHIPL1
17,31391624,31538217,84440,RAB11FIP4
11,95976598,96343180,84441,MAML2
19,2164149,2232578,84444,DOT1L
10,100996618,101007836,84445,LZTS2
19,55282072,55312533,84446,BRSK1
11,65121780,65134533,84447,SYVN1
4,7965310,8158832,84448,ABLIM2
19,14689801,14733746,84449,ZNF333
2,27582969,27623215,84450,ZNF512
1,233327768,233385148,84451,MAP3K21
1,63523372,63572693,84455,EFCAB7
6,130013699,130141451,84456,L3MBTL3
10,59176590,59247774,84457,PHYHIPL
10,96832260,96995959,84458,LCOR
17,7315628,7329393,84461,NEURL4
16,3581181,3611598,84464,SLX4
15,65895079,66253747,84465,MEGF11
5,127290831,127465737,84466,MEGF10
19,8065402,8149846,84467,FBN3
6,170290703,170407065,84498,FAM120B
16,89818179,89871319,84501,SPIRE2
14,23568035,23578800,84502,JPH4
19,37371061,37393066,84503,ZNF527
10,132783179,132786052,84504,NKX6-2
8,38263130,38269243,84513,PLPP5
17,42188799,42194532,84514,GHDC
20,5950652,5998977,84515,MCM8
16,23641392,23677455,84516,DCTN5
3,169766921,169769895,84517,ACTRT3
19,42387019,42390287,84518,CNFN
12,6638075,6647460,84519,ACRBP
14,93202894,93207094,84520,GON7
3,9890554,9894349,84522,JAGN1
2,112211525,112255136,84524,ZC3H8
4,56647988,56681899,84525,HOPX
19,9323772,9351162,84527,ZNF559
15,36579611,36810248,84529,C15orf41
12,118981495,119163051,84530,SRRM4
20,25006230,25058980,84532,ACSS1
21,44932814,44939913,84536,LINC01547
6,99919910,99994247,84539,MCHR2
3,66998307,67011210,84541,KBTBD8
2,61065871,61138034,84542,KIAA1841
10,100969458,100987515,84545,MRPL43
6,28281572,28302549,84547,PGBD1
8,33484750,33501260,84549,MAK16
18,80157232,80247546,84552,PARD6G
6,99271169,99350062,84553,FAXC
20,34546854,34560345,84557,MAP1LC3A
16,56565049,56568957,84560,MT4
3,125082636,125212864,84561,SLC12A8
10,29289061,29318328,84569,LYZL1
4,108810721,109302657,84570,COL25A1
16,1351923,1364113,84572,GNPTG
20,50731544,50756795,84612,PARD6B
1,173868082,173903549,84614,ZBTB37
17,41159651,41160731,84616,KRTAP4-4
18,12307669,12344320,84617,TUBB6
1,39659121,39672038,84618,NT5C1A
20,63707465,63736142,84619,ZGPAT
2,106801600,106887108,84620,ST6GAL2
17,5179536,5191883,84622,ZNF594
11,126423359,127003460,84623,KIRREL3
6,159169397,159272109,84624,FNDC1
7,149714781,149734575,84626,KRBA1
16,88427471,88440757,84627,ZNF469
9,132161676,132244534,84628,NTNG2
7,5306790,5425414,84629,TNRC18
6,43243680,43288259,84630,TTBK1
10,114294824,114404756,84632,AFAP1L2
19,917287,921015,84634,KISS1R
2,113067970,113075850,84639,IL1F10
4,143184917,143223830,84640,USP38
9,94374551,94461042,84641,MFSD14B
17,53822901,53825213,84643,KIF2B
22,37943050,37953669,84645,C22orf23
10,72935170,72954778,84647,PLA2G12B
1,152579381,152580504,84648,LCE3D
11,75759512,75801535,84649,DGAT2
13,49660723,49691475,84650,EBPL
5,148312419,148315922,84651,SPINK7
5,80319625,80321842,84654,SPZ1
16,4803203,4847342,84656,GLYR1
3,10284419,10285746,84657,LINC00852
19,14619117,14690027,84658,ADGRE3
14,21042226,21044234,84659,RNASE7
12,122774327,122827528,84660,CCDC62
2,31867809,32039812,84661,DPY30
16,4314761,4339597,84662,GLIS2
10,68106117,68212017,84665,MYPN
3,108743424,108757384,84666,RETNLB
17,8120590,8124092,84667,HES7
7,22889371,23014130,84668,FAM126A
17,60179094,60422470,84669,USP32
19,53124072,53159075,84671,ZNF347
5,40841184,40860175,84674,CARD6
8,66126896,66175487,84675,TRIM55
1,26051304,26068436,84676,TRIM63
21,38121451,38188016,84677,DSCR8
12,121429097,121581015,84678,KDM2B
11,44065925,44084222,84680,ACCS
9,35812960,35815354,84681,HINT2
14,35534042,35537054,84684,INSM2
17,50133735,50150630,84687,PPP1R9B
9,34379019,34397832,84688,C9orf24
11,60378530,60417756,84689,MS4A14
17,3440019,3513852,84690,SPATA22
7,128709061,128731743,84691,FAM71F1
3,107377194,107378637,84692,CCDC54
2,71109684,71130239,84693,MCEE
6,89894469,89921760,84694,GJA10
2,74532414,74555690,84695,LOXL3
2,27123789,27130812,84696,ABHD1
12,75275979,75390928,84698,CAPS2
19,4153601,4173054,84699,CREB3L3
22,25742144,26031041,84700,MYO18B
20,31637888,31645006,84701,COX4I2
19,17334920,17342735,84705,GTPBP3
16,46884378,46931297,84706,GPT2
4,53459301,53701405,84708,LNX1
4,139266163,139280338,84709,MGARP
19,4472287,4502211,84717,AC011498.1
9,35088688,35096601,84720,PIGO
1,109279556,109283186,84722,PSRC1
7,30027404,30130483,84725,PLEKHA8
9,131394093,131500197,84726,PRRC2B
12,6870935,6889358,84727,SPSB2
17,79778132,79787983,84733,CBX2
1,32247233,32248856,84734,FAM167B
18,74534440,74587212,84735,CNDP1
4,7754090,7778928,84740,AFAP1-AS1
12,120710435,120723640,84747,UNC119B
12,109023089,109088026,84749,USP30
8,33370824,33473422,84750,FUT10
16,67148105,67151214,84752,B3GNT9
2,74505043,74508580,84759,PCGF1
19,51804816,51890950,84765,ZNF577
12,3606633,3764819,84766,CRACR2A
11,55883297,55891810,84767,TRIM51
19,18193182,18196948,84769,MPV17L2
1,11869,14409,84771,DDX11L1
19,37696363,37719790,84775,ZNF607
4,79225694,79326050,84779,NAA11
19,55339853,55348120,84787,KMT5C
12,49188736,49274603,84790,TUBA1C
7,6329409,6348981,84792,FAM220A
1,47432133,47434641,84793,FOXD2-AS1
10,98383565,98415184,84795,PYROXD2
19,50797704,50804929,84798,C19orf48
4,83535914,83605875,84803,GPAT3
2,102715840,102736888,84804,MFSD9
19,35887653,35902303,84807,NFKBID
1,975204,982093,84808,PERM1
1,16618253,16657232,84809,CROCCP2
11,116748170,116772988,84811,BUD13
2,218607765,218637184,84812,PLCD4
9,131289694,131309262,84814,PLPP7
6,106571971,106629487,84816,RTN4IP1
17,6640758,6644541,84817,TXNDC17
3,9917074,9933630,84818,IL17RC
7,43940895,44019175,84820,POLR2J4
19,2427638,2456996,84823,LMNB2
1,161706972,161714352,84824,FCRLA
2,127701508,127705242,84826,SFT2D3
6,11712054,11807046,84830,ADTRP
1,168245565,168247343,84832,ANKRD36BP1
10,103389041,103396466,84833,USMG5
3,51968510,51983409,84836,ABHD14B
1,247297412,247331846,84838,ZNF496
19,3769089,3772221,84839,RAX2
1,45326905,45328533,84842,HPDL
22,41459717,41468725,84844,PHF5A
7,47761476,47766772,84847,LINC00525
9,3898642,3901248,84850,GLIS3-AS1
5,181254417,181261139,84851,TRIM52
1,116392247,116418622,84852,ATP1A1-AS1
10,42475543,42495336,84856,LINC00839
10,75397830,75401906,84858,ZNF503
3,197791226,197888436,84859,LRCH3
22,20441519,20495883,84861,KLHL22
3,97941818,97972457,84864,RIOX2
11,118531041,118547280,84866,TMEM25
11,18727928,18792721,84867,PTPN5
5,157085832,157142869,84868,HAVCR2
4,168863770,169010275,84869,CBR4
6,127118604,127197765,84870,RSPO3
1,48532855,50023913,84871,AGBL4
12,56118159,56127514,84872,ZC3H10
3,100609589,100695479,84873,ADGRG7
2,95147330,95165413,84874,ZNF514
8,143977153,144012772,84875,PARP10
19,58513530,58538911,84878,ZBTB45
1,39955112,39969968,84879,MFSD2A
11,126202094,126211692,84881,RPUSD4
10,70098223,70132934,84883,AIFM2
9,128720869,128724127,84885,ZDHHC12
1,230837119,230869589,84886,C1orf198
15,50702266,50765808,84888,SPPL2A
10,62804857,62808483,84890,ADO
16,3088890,3099317,84891,ZSCAN10
3,43079232,43106076,84892,POMGNT2
10,5890203,5937594,84893,FBXO18
15,77613027,77820900,84894,LINGO1
9,129036621,129072082,84895,MIGA2
10,87751512,87841343,84896,ATAD1
11,124622836,124635398,84897,TBRG1
10,19816239,20289856,84898,PLXDC2
13,100603927,100675093,84899,TMTC4
12,116738178,116853631,84900,RNFT2
16,28950807,28967097,84901,NFATC2IP
19,32875925,32971991,84902,CEP89
9,35658875,35675866,84904,ARHGEF39
20,33731657,33792269,84905,ZNF341
2,70295975,70302090,84908,FAM136A
9,94726701,95087218,84909,C9orf3
2,112055223,112119318,84910,TMEM87B
19,36604817,36634113,84911,ZNF382
7,134289332,134317051,84912,SLC35B4
2,85751344,85788066,84913,ATOH8
19,57849857,57865112,84914,ZNF587
12,109714228,109770507,84915,FAM222A
16,69131291,69231130,84916,UTP4
6,149818798,149864026,84918,LRP11
1,204403387,204411791,84919,PPP1R15B
12,34022281,34029694,84920,ALG10
19,55591371,55601970,84922,FIZ1
17,73207353,73236753,84923,FAM104A
19,36445119,36489902,84924,ZNF566
3,122794795,122881139,84925,DIRC2
12,53064316,53079420,84926,SPRYD3
7,130164715,130207770,84928,TMEM209
9,130902438,130939286,84929,FIBCD1
10,27154824,27186924,84930,MASTL
2,120464335,120466218,84931,LINC01101
14,21459020,21476973,84932,RAB2B
8,123219957,123241398,84933,C8orf76
12,113185526,113192368,84934,RITA1
13,30906191,30925572,84935,MEDAG
15,40807086,40815084,84936,ZFYVE19
16,74999030,75110994,84937,ZNRF1
1,62784135,62865513,84938,ATG4C
19,1354711,1378431,84939,MUM1
17,29614756,29622907,84940,CORO6
19,16134028,16158575,84941,HSH2D
15,84639281,84654343,84942,WDR73
1,166975582,167022214,84944,MAEL
13,108218379,108234255,84945,ABHD13
6,143843344,143863812,84946,LTV1
6,158109515,158168270,84947,SERAC1
8,143597835,143603224,84948,TIGD5
1,52404564,52420839,84950,PRPF38A
17,40475828,40501597,84951,TNS4
15,57375967,57550727,84952,CGNL1
11,12276080,12359144,84953,MICALCL
19,4343527,4360086,84954,MPND
8,109240919,109334385,84955,NUDCD1
11,73376264,73397474,84957,RELT
1,27342020,27353937,84958,SYTL1
11,122655675,122814473,84959,UBASH3B
9,136796350,136807741,84960,CCDC183
17,39252644,39402523,84961,FBXL20
14,22971174,22982642,84962,AJUBA
19,36009120,36014239,84964,ALKBH6
1,18107746,18378483,84966,IGSF21
1,36391238,36397892,84967,LSM10
20,43914864,44069616,84969,TOX2
1,34166883,34219131,84970,C1orf94
19,10543895,10553418,84971,ATG4D
9,136721366,136728184,84973,SNHG7
12,53251251,53254405,84975,MFSD5
1,222872271,223005995,84976,DISP1
15,43870761,44195252,84978,FRMD5
17,1711493,1717174,84981,MIR22HG
12,109734166,109773508,84983,FAM222A-AS1
3,196706277,196712293,84984,CEP19
8,123178960,123210079,84985,FAM83A
10,97222173,97292673,84986,ARHGAP19
12,50111979,50120457,84987,COX14
8,144477969,144502121,84988,PPP1R16A
10,63465229,63466563,84989,JMJD1C-AS1
10,6088987,6117457,84991,RBM17
4,88521573,88521789,84992,PIGY
15,74445977,74461182,84993,UBL7
21,32393130,32393960,84996,URB1-AS1
17,74209980,74213342,85001,MGC16275
8,12182096,12194133,85002,FAM86B1
3,133429269,133455776,85003,BFSP2-AS1
12,15107783,15348675,85004,RERG
5,178208497,178232791,85007,PHYKPL
4,4235542,4248212,85013,TMEM128
9,136791355,136793257,85014,TMEM141
6,99432379,99521728,85015,USP45
11,102047443,102084560,85016,C11orf70
18,23197144,23437961,85019,TMEM241
6,138903493,138988261,85021,REPS1
7,77793728,77798580,85025,TMEM60
9,137615332,137618906,85026,ARRDC1-AS1
5,150777946,150796734,85027,SMIM3
1,28578538,28582983,85028,SNHG12
6,27147129,27147515,85235,HIST1H2AH
6,27146418,27146798,85236,HIST1H2BK
17,41249687,41250653,85280,KRTAP9-4
17,41184102,41185342,85285,KRTAP4-1
17,41148924,41149802,85289,KRTAP4-5
17,41167231,41168194,85290,KRTAP4-3
17,41177446,41178208,85291,KRTAP4-2
17,40993430,40994133,85293,KRTAP3-3
17,41065116,41065879,85294,KRTAP2-4
19,3879864,3928079,85300,ATCAY
9,114155560,114312511,85301,COL27A1
17,75909574,75941140,85302,FBF1
6,149504733,149546038,85313,PPIL4
6,52361421,52407777,85315,PAQR8
16,48166910,48247568,85320,ABCC11
11,63506084,63516774,85329,LGALS12
12,52250466,52258867,85349,KRT87P
22,44243667,44312851,85352,KIAA1644
22,50674415,50733298,85358,SHANK3
22,20314276,20320080,85359,DGCR6L
19,15107403,15114988,85360,SYDE1
11,5663557,5938619,85363,TRIM5
20,296968,300321,85364,ZCCHC3
9,99216426,99221956,85365,ALG2
20,31819308,31834689,85366,MYLK2
1,110031577,110074641,85369,STRIP1
22,18605815,18611919,85376,RIMBP3
22,37905657,37942822,85377,MICALL1
22,50217689,50244992,85378,TUBGCP6
22,24952730,25197448,85379,KIAA1671
11,123059335,123059422,85389,SNORD14C
11,123058909,123058995,85390,SNORD14D
11,123058077,123058161,85391,SNORD14E
21,44940010,44976989,85395,FAM207A
1,182641816,182684576,85397,RGS8
3,15427355,15450635,85403,EAF1
12,55820960,55830824,85406,DNAJC14
16,50548330,50649249,85407,NKD1
5,1008829,1038943,85409,NKD2
6,110424687,110476641,85413,SLC22A16
1,205657851,205680459,85414,SLC45A3
19,32978593,33064888,85415,RHPN2
13,99962964,99971909,85416,ZIC5
12,42312078,42326118,85437,ZCRB1
4,70334966,70337116,85438,CABS1
14,81260656,81436465,85439,STON2
1,62454298,62688368,85440,DOCK7
20,63558086,63574239,85441,HELZ2
10,133160447,133226412,85442,KNDC1
3,36712422,36764349,85443,DCLK3
8,85107147,85146076,85444,LRRCC1
16,76277278,76559238,85445,CNTNAP4
14,23520855,23556192,85446,ZFHX2
20,38210488,38260772,85449,KIAA1755
10,104309698,104338404,85450,ITPRIP
17,75784771,75825799,85451,UNK
1,1921951,2003837,85452,CFAP74
8,97273474,97277964,85453,TSPYL5
15,40358235,40378639,85455,DISP2
11,57299638,57324952,85456,TNKS1BP1
14,77098097,77117287,85457,CIPC
11,111927144,112022584,85458,DIXDC1
11,93661639,93730358,85459,CEP295
4,10439874,10457410,85460,ZNF518B
2,158968671,159232659,85461,TANC1
4,152936352,152979696,85462,FHDC1
11,110093361,110171841,85463,ZC3H12C
17,29625938,29930276,85464,SSH2
2,26308547,26395891,85465,SELENOI
2,74497517,74503316,85474,LBX2
3,158644278,158692575,85476,GFM1
7,12570577,12660179,85477,SCIN
12,48904110,48931840,85478,CCDC65
8,66021560,66100526,85479,DNAJC5B
5,111070062,111078024,85480,TSLP
8,86048373,86088621,85481,PSKH2
20,661596,676179,85508,SCRT2
19,8832398,8843340,85509,MBD3L1
19,56176020,56185775,85569,GALP
7,90335223,90391455,85865,GTPBP10
2,55634265,55693910,87178,PNPT1
13,100530164,100589528,87769,GGACT
12,109999186,110039763,88455,ANKRD13A
6,43021645,43034156,88745,RRP36
7,99876958,99919600,89122,TRIM4
21,42472486,42496354,89765,RSPH1
21,42062959,42143453,89766,UMODL1
18,63556160,63567011,89777,SERPINB12
18,63647579,63726432,89778,SERPINB11
1,228007051,228061260,89780,WNT3A
22,26443423,26483837,89781,HPS4
3,197960200,198043720,89782,LMLN
19,51410021,51417803,89790,SIGLEC10
11,66041952,66049180,89792,GAL3ST3
12,77324641,78213008,89795,NAV3
1,201622885,201826969,89796,NAV1
11,19350724,20121598,89797,NAV2
6,39299001,39314553,89822,KCNK17
15,30357766,30393849,89832,CHRFAM7A
15,30103720,30131757,89837,ULK4P3
15,32406597,32434992,89838,ULK4P1
15,30624494,30772993,89839,ARHGAP11B
6,43427366,43450430,89845,ABCC10
9,92947451,93036236,89846,FGD3
5,141639302,141651419,89848,FCHSD1
11,72814308,72843674,89849,ATG16L2
9,126326849,126507041,89853,MVB12B
3,183487531,183555689,89857,KLHL6
19,51491357,51501789,89858,SIGLEC12
1,177923956,177984303,89866,SEC16B
12,18683169,18738057,89869,PLCZ1
6,30163206,30172696,89870,TRIM15
1,154321090,154325325,89872,AQP10
14,36678431,37172866,89874,SLC25A21
3,119703022,119767102,89876,MAATS1
9,6328375,6331900,89882,TPD52L3
1,180230286,180278982,89884,LHX4
1,159951492,159954254,89886,SLAMF9
19,55476332,55484487,89887,ZNF628
13,41127569,41132746,89890,KBTBD6
9,128633661,128656787,89891,WDR34
12,111931282,112013185,89894,TMEM116
12,109477402,109536705,89910,UBE3B
16,15434295,15625028,89927,C16orf45
14,73237497,73274640,89932,PAPLN
16,668086,674174,89941,RHOT2
11,134331874,134378341,89944,GLB1L2
6,43040777,43075099,89953,KLC4
9,137062124,137070588,89958,SAPCD2
16,57186137,57240475,89970,RSPRY1
15,35217345,35546193,89978,DPH6
19,1248553,1259140,90007,MIDN
11,1828307,1837521,90019,SYT8
4,101347780,101348883,90024,FLJ20021
6,82892398,83065841,90025,UBE3D
14,93918894,93929608,90050,FAM181A
12,54630811,54634895,90070,LACRT
19,34926903,34945170,90075,ZNF30
3,111732497,111976517,90102,PHLDB2
3,184230429,184242329,90113,VWA5B2
9,136114581,136118863,90120,TMEM250
2,162371407,162838730,90134,KCNH7
14,105248490,105251093,90135,BTBD6
11,44726465,44932421,90139,TSPAN18
14,89794669,89954777,90141,EFCAB11
20,41359966,41366827,90187,EMILIN3
20,45361937,45376798,90196,SYS1
20,45551153,45579326,90199,WFDC8
20,45833810,45843275,90203,SNX21
20,45881227,45885266,90204,ZSWIM1
3,48561727,48563773,90226,UCN2
1,11919591,11926428,90231,KIAA2013
19,57681969,57717301,90233,ZNF551
5,176810477,176880895,90249,UNC5A
5,14664664,14699711,90268,OTULIN
19,41549518,41586844,90273,CEACAM21
3,129401321,129428651,90288,EFCAB12
17,29566052,29573157,90313,TP53I13
19,52113091,52139922,90317,ZNF616
19,52269571,52296046,90321,ZNF766
19,41310189,41324883,90324,CCDC97
1,6624866,6635586,90326,THAP3
19,45212621,45245431,90332,EXOC3L2
19,52838008,52857649,90333,ZNF468
19,53066606,53103436,90338,ZNF160
2,96642737,96704885,90342,FER1L5
19,51097606,51108370,90353,CTU1
5,103258702,103278660,90355,C5orf30
8,57994509,58204279,90362,FAM110B
19,13952492,13961449,90379,DCAF15
15,89575482,89631056,90381,TICRR
8,117520713,117540262,90390,MED30
3,185476496,185499057,90407,TMEM41A
17,28328325,28335489,90410,IFT20
2,46901870,46941855,90411,MCFD2
15,40528683,40565057,90416,C15orf57
15,40382721,40394246,90417,KNSTRN
2,46490750,46542557,90423,ATP6V1E2
15,40087890,40108892,90427,BMF
5,16451519,16465792,90441,ZNF622
8,9002147,9116746,90459,ERI1
19,12953119,12957236,90480,GADD45GIP1
19,56661981,56671783,90485,ZNF835
12,106955719,106978778,90488,TMEM263
17,47831627,47837713,90506,LRRC46
17,47837692,47841333,90507,SCRN2
19,38305104,38317273,90522,YIF1B
6,53929982,54266280,90523,MLIP
15,45167214,45201175,90525,SHF
15,45117367,45129938,90527,DUOXA1
1,24356999,24416934,90529,STPG1
10,72692131,72887694,90550,MCU
2,131527675,131533666,90557,CCDC74A
19,12390016,12401271,90576,ZNF799
19,10928733,10933535,90580,TIMM29
17,42865922,42874369,90586,AOC4P
19,12142090,12156729,90589,ZNF625
19,11925068,11950773,90592,ZNF700
19,11848726,11883750,90594,ZNF439
5,131170810,131205426,90624,LYRM7
13,33103135,33350630,90627,STARD13
6,165908802,165988048,90632,LINC00473
13,32400723,32428311,90634,N4BP2L1
7,1152071,1160759,90637,ZFAND2A
7,898778,975599,90639,COX19
19,20167228,20200490,90649,ZNF486
14,24052000,24069728,90668,CARMIL3
14,23295643,23302848,90673,PPP1R3E
9,127451486,127503501,90678,LRSAM1
7,23597379,23644708,90693,CCDC126
18,59139477,59158836,90701,SEC11C
1,154957026,154963853,90780,PYGO2
17,64506588,64542461,90799,CEP95
1,212992182,213015826,90806,ANGEL2
14,20457719,20461612,90809,TMEM55B
4,147637785,147684230,90826,PRMT9
7,57119614,57139864,90827,ZNF479
16,30757423,30762710,90835,CCDC189
16,1997654,2009823,90850,ZNF598
1,31790422,31816051,90853,SPOCD1
16,1678256,1702280,90861,JPT2
16,1776712,1793700,90864,SPSB3
9,6215786,6257983,90865,IL33
9,7796490,7888380,90871,TMEM261
1,119619422,119647773,90874,ZNF697
5,181222499,181235809,90933,TRIM41
11,124752583,124762290,90952,ESAM
7,140673153,140696261,90956,ADCK2
2,38797729,38875934,90957,DHX57
8,144720907,144756417,90987,ZNF251
8,144466043,144474202,90990,KIFC2
11,46277661,46321422,90993,CREB3L1
12,49636499,49708165,91010,FMNL3
12,50129306,50167533,91012,CERS5
19,4675224,4724673,91039,DPP9
4,24806117,24980204,91050,CCDC149
11,65775893,65780802,91056,AP5B1
11,27330827,27363868,91057,CCDC34
10,37125788,37384111,91074,ANKRD30A
17,75874161,75878575,91107,TRIM47
19,19997058,20039506,91120,ZNF682
18,5954706,6415237,91133,L3MBTL4
5,110738136,110765161,91137,SLC25A46
8,93754844,93819234,91147,TMEM67
2,172677141,172736206,91149,RAPGEF4-AS1
16,3298832,3305729,91151,TIGD7
1,201190825,201228952,91156,IGFN1
22,20424815,20437826,91179,SCARF2
1,153992685,154155116,91181,NUP210L
22,22644475,22647903,91227,GGTLC2
11,47407132,47416501,91252,SLC39A13
5,173607514,173616660,91272,BOD1
9,100427156,100451711,91283,MSANTD3
22,50502949,50507691,91289,LMF2
12,88033846,88050160,91298,C12orf29
19,896503,913245,91300,R3HDM4
19,1009648,1021179,91304,TMEM259
22,23638487,23717356,91316,GUSBP11
22,23834503,23839128,91319,DERL3
4,168356735,168537786,91351,DDX60L
22,25351418,25405377,91355,LRP5L
5,134402087,134411898,91368,CDKN2AIPNL
17,50693190,50707924,91369,ANKRD40
22,30246205,30246998,91370,AC004264.2
9,137077501,137084539,91373,UAP1L1
15,24981994,24982068,91380,SNORD107
3,44712643,44723831,91392,ZNF502
2,179101692,179264790,91404,SESTD1
1,52056125,52090716,91408,BTF3L4
2,130139287,130145134,91409,CCDC74B
12,57941541,57957269,91419,ATP23
15,90954870,90963125,91433,RCCD1
19,32972209,32978222,91442,FAAP24
22,31160183,31207019,91445,RNF185
10,27195214,27242130,91452,ACBD5
2,42048020,42058528,91461,PKDCC
22,35066136,35087387,91464,ISX
5,178237618,178590555,91522,COL23A1
12,47079603,47236662,91523,PCED1B
2,196967017,197311173,91526,ANKRD44
2,6865806,6898239,91543,RSAD2
1,26281328,26318363,91544,UBXN11
12,123232916,123257959,91574,C12orf65
22,39529093,39532855,91582,RPS19BP1
7,132123332,132648688,91584,PLXNA4
17,34961530,34963775,91603,ZNF830
17,35350305,35373701,91607,SLFN11
17,35731649,35743521,91608,RASL10B
14,64914361,64944591,91612,CHURC1
11,33015864,33033582,91614,DEPDC7
1,77888513,77943895,91624,NEXN
19,32719753,32829580,91646,TDRD12
17,17977409,18039209,91647,ATPAF2
3,113211003,113287459,91653,BOC
19,53389793,53430413,91661,ZNF765
19,53793603,53824394,91662,NLRP12
19,53866223,53876437,91663,MYADM
19,53333749,53354869,91664,ZNF845
11,67006778,67050863,91683,SYT12
1,173799550,173824720,91687,CENPL
22,42079691,42084284,91689,SMDT1
8,12721894,12756073,91694,LONRF1
22,42555223,42582038,91695,RRP7BP
11,67642555,67650659,91703,ACY3
10,1018907,1025859,91734,IDI2
4,68310387,68350089,91746,YTHDC1
14,73715122,73790285,91748,ELMSAN1
6,111259348,111271167,91749,MFSD4B
14,74084796,74201235,91750,LIN52
2,184598366,184939492,91752,ZNF804A
14,75079353,75127344,91754,NEK9
18,23134564,23260467,91768,CABLES1
3,101779202,101827392,91775,NXPE3
8,23243637,23262000,91782,CHMP7
11,107502726,107565746,91801,ALKBH8
16,46703369,46790407,91807,MYLK3
14,103100144,103110559,91828,EXOC3L4
14,102139503,102224847,91833,WDR20
15,68190705,68206110,91860,CALML4
16,71626161,71642114,91862,MARVELD3
3,53088483,53130462,91869,RFT1
14,20256558,20305994,91875,TTC5
11,111874056,111881243,91893,FDXACB1
11,111918032,111926872,91894,C11orf52
5,156919282,156963255,91937,TIMD4
5,60945129,61153037,91942,NDUFAF2
15,97960698,97973838,91947,ARRDC4
15,97572185,97874550,91948,LINC00923
16,23388493,23453180,91949,COG7
5,150894392,150904983,91975,ZNF300
5,150660874,150679365,91977,MYOZ3
19,507497,519654,91978,TPGS1
9,37879400,37904353,92014,SLC25A51
16,11976737,12574289,92017,SNX29
20,23985050,23988779,92086,GGTLC1
7,139025706,139036029,92092,ZC3HAV1L
2,177612992,177618966,92104,TTC30A
11,77878720,77994678,92105,INTS4
3,16265160,16350299,92106,OXNAD1
18,67506582,67516980,92126,DSEL
8,97644179,97728770,92140,MTDH
16,70661204,70686066,92154,MTSS1L
17,7855065,7856099,92162,TMEM88
10,133394094,133421307,92170,MTG1
5,172209640,172284071,92181,UBTD2
2,158795317,158862781,92196,DAPL1
10,84194635,84219621,92211,CDHR1
1,167094045,167129165,92235,DUSP27
1,167630093,167706249,92241,RCSD1
5,36098412,36151961,92255,LMBRD2
5,69217760,69230129,92259,MRPS36
5,82279462,82386977,92270,ATP6AP1L
19,36637192,36666853,92283,ZNF461
19,37181579,37218153,92285,ZNF585B
2,30722771,30820542,92291,CAPN13
11,58905398,59043527,92292,GLYATL1
12,128267403,128707915,92293,TMEM132C
5,180590103,180591540,92304,SCGB3A1
4,1715952,1721358,92305,TMEM129
1,156072013,156081998,92312,MEX3A
17,63682336,63741986,92335,STRADA
17,63998351,64004304,92340,PRR29
1,169792529,169794966,92342,METTL18
1,170532129,170553446,92344,GORAB
4,163110073,163166921,92345,NAF1
1,172420688,172468831,92346,C1orf105
19,6463777,6467221,92359,CRB3
3,141051402,141148611,92369,SPSB4
3,141228726,141367753,92370,PXYLP1
9,122264603,122331343,92399,MRRF
9,122237624,122264839,92400,RBM18
8,81732434,81759515,92421,CHMP4C
10,110898730,110919274,92482,BBIP1
15,59206823,59208515,92483,LDHAL6B
17,20009344,20319026,92521,SPECC1
12,119989869,120094494,92558,BICDL1
10,125896539,126009592,92565,FANK1
17,44070735,44076344,92579,G6PC3
17,44170447,44179083,92591,ASB16
16,30553764,30558498,92595,ZNF764
4,70902326,71022449,92597,MOB1B
19,39480412,39493785,92609,TIMM50
4,112274542,112285903,92610,TIFA
17,81927829,81930753,92659,MAFG-AS1
20,17968913,17991122,92667,MGME1
20,18567453,18763917,92675,DTD1
4,38867677,38945739,92689,FAM114A1
2,216081866,216102783,92691,TMEM169
1,203007386,203024848,92703,TMEM183A
9,137605654,137615360,92714,ARRDC1
